,Job Title,min salary,max,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
1633,"SAP MDG Business Analyst , Master Data Management",63000.00,116000.00,"Palo Alto, CA","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1
1634,Data Analyst-IT II,63000.00,116000.00,"Redwood City, CA","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1
1635,Reconciliation Data Operations Analyst,42000.00,76000.00,"Austin, TX","San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",-1
1636,Senior Claims Data Analyst,42000.00,76000.00,"Austin, TX","Denver, CO",501 to 1000 employees,1998,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Sapphire Digital",-1
1637,Business Data Analyst,42000.00,76000.00,"Austin, TX","Austin, TX",1 to 50 employees,2017,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),OneSignal,-1
1638,Data Quality Analyst,42000.00,76000.00,"Austin, TX","Hoover, AL",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Epic,-1
1639,Ad Integrity Data Analyst-ATX,42000.00,76000.00,"Austin, TX","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
1640,Data Analyst,42000.00,76000.00,"Austin, TX","New York, NY",201 to 500 employees,2014,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1
1641,Data Analyst,42000.00,76000.00,"Austin, TX","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1642,Data Analyst - People Analytics,42000.00,76000.00,"Austin, TX","Austin, TX",51 to 200 employees,2014,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1
1643,"Data Analyst, Trust & Safety",42000.00,76000.00,"Austin, TX","San Francisco, CA",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
1644,Data Analyst I,42000.00,76000.00,"Austin, TX","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1645,Data Analyst,42000.00,76000.00,"Austin, TX","San Francisco, CA",1001 to 5000 employees,2007,Company - Public,Video Games,Media,$500 million to $1 billion (USD),-1,-1
1646,Data Analyst (Remote),42000.00,76000.00,"Austin, TX","Walnut Creek, CA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1647,EDI Data Analyst,42000.00,76000.00,"Austin, TX","New York, NY",51 to 200 employees,2010,Company - Private,Investment Banking & Asset Management,Finance,$10 to $25 million (USD),-1,-1
1648,Data Analyst,42000.00,76000.00,"Austin, TX","Austin, TX",51 to 200 employees,-1,Government,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),-1,-1
1649,Business Intelligence and Data Analyst,42000.00,76000.00,"Austin, TX","Austin, TX",501 to 1000 employees,1937,Government,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1
1650,Data Analyst,42000.00,76000.00,"Austin, TX","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1651,Data Analyst,42000.00,76000.00,"Austin, TX","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1652,Data Analyst,42000.00,76000.00,"Austin, TX","New York, NY",5001 to 10000 employees,1980,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Interpublic Group, Omnicom, WPP",-1
1653,"Data Reporting Analyst, BI",42000.00,76000.00,"Austin, TX","Austin, TX",1 to 50 employees,2017,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),OneSignal,-1
1654,Data Analyst,42000.00,76000.00,"Austin, TX","Austin, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,TRUE
1655,Data & Reporting Analyst,42000.00,76000.00,"Austin, TX","Austin, TX",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1
1656,Data Analyst,42000.00,76000.00,"Austin, TX","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1657,Data Strategy Analyst,42000.00,76000.00,"Austin, TX","Toronto, Canada",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),Bloomreach,-1
1658,Live Operations Data Analyst,42000.00,76000.00,"Austin, TX","Nicosia, Cyprus",1001 to 5000 employees,1998,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,TRUE
1659,Data Analyst,42000.00,76000.00,"Austin, TX","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1660,Business Intelligence Analyst / Data Analyst,42000.00,76000.00,"Austin, TX","Austin, TX",1 to 50 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),-1,-1
1661,Data Analyst,42000.00,76000.00,"Austin, TX","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1
1662,"Data Analyst, Law Enforcement Response Team",53000.00,104000.00,"Austin, TX","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",-1
1663,Data Lineage Analyst,53000.00,104000.00,"Austin, TX","Santa Clara, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
1664,Data Analyst II,53000.00,104000.00,"Austin, TX","Austin, TX",1001 to 5000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
1665,Data Analyst II,53000.00,104000.00,"Austin, TX","Austin, TX",501 to 1000 employees,-1,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1666,Data Analyst V,53000.00,104000.00,"Austin, TX","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1667,9-1-1 Data Analyst,53000.00,104000.00,"Austin, TX","Overland Park, KS",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1
1668,Data Migration Analyst,53000.00,104000.00,"Austin, TX","Austin, TX",1001 to 5000 employees,2004,Company - Public,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),Intuit,-1
1669,Technical Data Analyst,53000.00,104000.00,"Austin, TX","Allegan, MI",201 to 500 employees,1938,Company - Private,-1,-1,$25 to $50 million (USD),-1,-1
1670,Data Analyst,53000.00,104000.00,"Austin, TX","Austin, TX",1 to 50 employees,1988,Company - Private,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,-1,-1
1671,Data Quality Analyst,53000.00,104000.00,"Austin, TX","Denver, CO",501 to 1000 employees,1998,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Sapphire Digital",-1
1672,TSDS Data QA Analyst (Data Analyst IV),53000.00,104000.00,"Austin, TX","Austin, TX",501 to 1000 employees,-1,Government,State & Regional Agencies,Government,$100 to $500 million (USD),-1,-1
1673,Data Analyst,53000.00,104000.00,"Austin, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1674,MDM/Master Data Analyst ( Tibco EBX ),53000.00,104000.00,"Austin, TX","Cedar Park, TX",51 to 200 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
1675,Senior Cloud Data Analyst,53000.00,104000.00,"Austin, TX","Santa Clara, CA",10000+ employees,1993,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1,-1
1676,Data Analyst/Data Entry/Federal Data Entry/Data Specialist,53000.00,104000.00,"Austin, TX","Gainesville, VA",1 to 50 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1
1677,Data Analyst III,53000.00,104000.00,"Austin, TX","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1678,Data Analyst II,53000.00,104000.00,"Austin, TX","Saint Louis, MO",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1
1679,Data Analyst / Data Management /ETL / Talend /Alteryx,53000.00,104000.00,"Austin, TX","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1680,Celonis Data Engineer & Analyst,53000.00,104000.00,"Austin, TX","Plano, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
1681,Data Analyst,53000.00,104000.00,"Austin, TX","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1682,Data Analyst,53000.00,104000.00,"Austin, TX","Austin, TX",501 to 1000 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,-1
1683,Senior Claims Data Analyst,53000.00,104000.00,"Austin, TX","Hoover, AL",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),Epic,-1
1684,Associate SalesForce.com Data Steward & Analyst,53000.00,104000.00,"Austin, TX","Amsterdam, Netherlands",10000+ employees,2006,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,-1
1685,Lead Data Analyst,53000.00,104000.00,"Austin, TX","Austin, TX",1 to 50 employees,-1,Company - Private,Internet,Information Technology,Less than $1 million (USD),-1,-1
1686,Financial Controller / Data Analyst / Spreadsheet Superstar,53000.00,104000.00,"Austin, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1687,Data Analyst,53000.00,104000.00,"Austin, TX","San Francisco, CA",1001 to 5000 employees,2010,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,-1
1688,Managed Care Data Analyst,35000.00,42000.00,"Austin, TX","Macquarie Park, Australia",10000+ employees,1987,Company - Public,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),-1,-1
1689,Technical Data Analyst,35000.00,42000.00,"Austin, TX","Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1
1690,Strategic Data Analyst III - Strategic Planning Divsion,35000.00,42000.00,"Austin, TX","Austin, TX",10000+ employees,1991,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1691,Junior Data Warehouse Analyst,35000.00,42000.00,"Austin, TX","Mount Pleasant, SC",201 to 500 employees,2006,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1692,Data Warehouse Analyst,35000.00,42000.00,"Austin, TX","Austin, TX",501 to 1000 employees,1936,Nonprofit Organization,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1
1693,Data Analyst - Public Sector,35000.00,42000.00,"Austin, TX","Saint Louis, MO",201 to 500 employees,1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,-1
1694,"Data Analyst, Lead with Security Clearance",35000.00,42000.00,"Austin, TX","Mc Lean, VA",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",-1
1695,System/Data Analyst,35000.00,42000.00,"Austin, TX","Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,TRUE
1696,Data Governance Analyst/Lead,35000.00,42000.00,"Austin, TX","Bradenton, FL",Unknown,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1
1697,Data Warehouse Analyst,35000.00,42000.00,"Austin, TX","Reston, VA",501 to 1000 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),"Attain, Deloitte, Booz Allen Hamilton",-1
1698,Data Analyst III,35000.00,42000.00,"Austin, TX","Rockaway, NJ",201 to 500 employees,1996,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
1699,Data Analyst III,35000.00,42000.00,"Austin, TX","Tampa, FL",5001 to 10000 employees,1985,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Anthem, Molina Healthcare, Humana",-1
1700,Senior Strategy Data Analyst,35000.00,42000.00,"Austin, TX","Austin, TX",51 to 200 employees,-1,Government,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD),-1,-1
1701,BI Data Analyst and Specialist,35000.00,42000.00,"West Lake Hills, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1702,Data Analyst IV,35000.00,42000.00,"Austin, TX","Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1703,Clinical Data Management - Technical Analyst,35000.00,42000.00,"Austin, TX","Saint Louis, MO",10000+ employees,1999,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1
1704,Splunk Data Analyst,35000.00,42000.00,"Austin, TX","Pleasanton, CA",1001 to 5000 employees,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,-1
1705,Data Analyst III,35000.00,42000.00,"Austin, TX","Austin, TX",1001 to 5000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
1706,Data Analyst Junior,35000.00,42000.00,"Austin, TX","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1707,20-63 Flood Planning Data Analyst (Data Analyst III),35000.00,42000.00,"Austin, TX","Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1708,Operations Research Analyst (Data Scientist),35000.00,42000.00,"Austin, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1709,Leading Data-Driven Change -- Data Industry Analyst,35000.00,42000.00,"Austin, TX","Austin, TX",1 to 50 employees,2007,Company - Private,Membership Organizations,Business Services,$5 to $10 million (USD),-1,-1
1710,SQL Data and Integration Analyst,35000.00,42000.00,"Round Rock, TX","Boston, MA",Unknown,-1,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,-1
1711,Industry Analyst -- Data Science and Strategy,35000.00,42000.00,"Austin, TX","Austin, TX",1 to 50 employees,2007,Company - Private,Membership Organizations,Business Services,$5 to $10 million (USD),-1,-1
1712,Data Analyst,35000.00,42000.00,"Austin, TX","Austin, TX",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
1713,Simulation Data Analyst,35000.00,42000.00,"Cedar Park, TX","Cedar Park, TX",1 to 50 employees,2015,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,-1,-1
1714,Data Analyst/Program Manager,35000.00,42000.00,"Austin, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1715,Data Analyst III,35000.00,42000.00,"Austin, TX","Saint Louis, MO",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1
1716,Data Analyst / Senior BI and Insights Analyst,35000.00,42000.00,"Round Rock, TX","New York, NY",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1
1717,"Associate, Strategy and Operations (Data Analyst IV)",35000.00,42000.00,"Austin, TX","Austin, TX",501 to 1000 employees,-1,Government,State & Regional Agencies,Government,$100 to $500 million (USD),-1,-1
1718,19-84R Team Lead (Data Analyst IV),43000.00,77000.00,"Austin, TX","Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1
1719,Data Lineage Analyst,43000.00,77000.00,"Round Rock, TX","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1
1720,DPS - FIN - CAPPS Financial Data Analyst,43000.00,77000.00,"Austin, TX","Austin, TX",1001 to 5000 employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1
1721,Data Analyst,40000.00,72000.00,"Jacksonville, FL","Jacksonville, FL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
1722,Data Reporting Analyst,40000.00,72000.00,"Jacksonville, FL","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1
1723,USGAAP Financial and Reference Data Control Analyst Analyst,40000.00,72000.00,"Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
1724,Business/Data Analyst,40000.00,72000.00,"Jacksonville, FL","Tarrytown, NY",51 to 200 employees,1981,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
1725,Data Analyst,40000.00,72000.00,"Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1726,Business/Data Analyst,40000.00,72000.00,"Jacksonville, FL","Bethesda, MD",1 to 50 employees,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),-1,-1
1727,Data Analyst,40000.00,72000.00,"Jacksonville, FL","Des Moines, IA",201 to 500 employees,1998,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1728,"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {KP4457495}",40000.00,72000.00,"Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
1729,Data Analyst,40000.00,72000.00,"Jacksonville, FL","Eclepens, Switzerland",1 to 50 employees,1921,Company - Public,Advertising & Marketing,Business Services,Less than $1 million (USD),-1,-1
1730,Data Analyst,40000.00,72000.00,"Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1731,"Assistant Vice President, Anti Financial Crime Data Quality Analyst",40000.00,72000.00,"Jacksonville, FL","Frankfurt am Main, Germany",10000+ employees,1870,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
1732,Data Analyst Junior,40000.00,72000.00,"Jacksonville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1733,CDHP - Data Analyst Team Lead,40000.00,72000.00,"Jacksonville, FL",-1,-1,-1,-1,-1,-1,-1,-1,-1
1734,Power BI Data Analyst,40000.00,72000.00,"Jacksonville, FL",-1,-1,-1,-1,-1,-1,-1,-1,-1
1735,Sr. Data Analyst - Guidewire Data Hub,40000.00,72000.00,"Jacksonville, FL","Chicago, IL",5001 to 10000 employees,1990,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,-1
1736,Data Analyst- Guidewire Data Hub,40000.00,72000.00,"Jacksonville, FL","Burbank, CA",51 to 200 employees,-1,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1
1737,Guidewire Data Analyst,40000.00,72000.00,"Jacksonville, FL","Fort Lauderdale, FL",51 to 200 employees,1982,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1738,System Analyst (Data) - PL/SQl Server,40000.00,72000.00,"Jacksonville, FL","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
1739,ACA - Data Analyst,40000.00,72000.00,"Jacksonville, FL",-1,-1,-1,-1,-1,-1,-1,-1,-1
1740,"Data Analyst, Military Forecasting",50000.00,86000.00,"Fort Worth, TX","Providence, RI",10000+ employees,1923,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,-1
1741,Human Performance Data Analyst,50000.00,86000.00,"Fort Worth, TX","Cary, NC",1 to 50 employees,-1,Company - Public,-1,-1,$1 to $5 million (USD),-1,-1
1742,Medical Data Analyst,50000.00,86000.00,"Fort Worth, TX","Grand Prairie, TX",51 to 200 employees,1991,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
1743,Data Analyst,50000.00,86000.00,"Fort Worth, TX","Richardson, TX",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1
1744,"Data Analyst, Military Forecasting",50000.00,86000.00,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1935,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,-1
1745,Data Reporting Analyst,50000.00,86000.00,"Fort Worth, TX","Princeton, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1
1746,Data Analyst,50000.00,86000.00,"Irving, TX","Richardson, TX",1001 to 5000 employees,1995,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
1747,Data Analyst Assistant,50000.00,86000.00,"Fort Worth, TX","Tulsa, OK",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1748,Systems Engineer - Data Analyst (Level 3),50000.00,86000.00,"Fort Worth, TX","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon Technologies",-1
1749,Sr Data Analyst,50000.00,86000.00,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1992,Company - Public,Lending,Finance,$5 to $10 billion (USD),-1,-1
1750,Data/Sales Analyst,50000.00,86000.00,"Roanoke, TX","Roanoke, TX",51 to 200 employees,-1,Other Organization,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,-1
1751,Data/Financial Analyst,35000.00,67000.00,"Fort Worth, TX","Fort Worth, TX",51 to 200 employees,-1,Company - Private,Transportation Management,Transportation & Logistics,$25 to $50 million (USD),-1,-1
1752,Data Analyst - Intelligent Automation,35000.00,67000.00,"Fort Worth, TX","Dallas, TX",51 to 200 employees,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
1753,(Risk Data Analyst),35000.00,67000.00,"Fort Worth, TX","Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1754,Systems Analyst - Data Conversion,35000.00,67000.00,"Westlake, TX","Boston, MA",1001 to 5000 employees,1986,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1755,"Business Analyst with Data Governance ,IDQ exp",35000.00,67000.00,"Fort Worth, TX","Carrollton, TX",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
1756,"Business Analyst with Data Governance ,IDQ exp",35000.00,67000.00,"Fort Worth, TX",-1,-1,-1,-1,-1,-1,-1,-1,-1
1757,(Data Risk Analyst: Data Modeler),35000.00,67000.00,"Fort Worth, TX","Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1758,#NAME?,57000.00,70000.00,"Fort Worth, TX","Edison, NJ",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1,-1
1759,BI Data Analyst / Specialist,57000.00,70000.00,"Westlake, TX","Portsmouth, NH",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
1760,Data Analyst,28000.00,52000.00,"Columbus, OH","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
1761,Data Analyst,28000.00,52000.00,"Columbus, OH","Columbus, OH",201 to 500 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
1762,Data Analyst-Quality Improvement Services,28000.00,52000.00,"Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1
1763,Data Analyst,28000.00,52000.00,"Columbus, OH","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,-1
1764,Fraud Data Analyst,28000.00,52000.00,"Columbus, OH","New Albany, OH",10000+ employees,1892,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD),"American Eagle Outfitters, Ralph Lauren, J. Crew",-1
1765,Software Engineer - Data Analyst,28000.00,52000.00,"Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
1766,Data Analyst,28000.00,52000.00,"Columbus, OH",-1,-1,-1,-1,-1,-1,-1,-1,-1
1767,Business Data Analyst,28000.00,52000.00,"Westerville, OH","Bonn, Germany",10000+ employees,1969,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,-1
1768,Business Analyst / Data Scientist Manager,28000.00,52000.00,"Columbus, OH","Abbott Park, IL",10000+ employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1,-1
1769,Data Analyst,28000.00,52000.00,"Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1770,Program Data Analyst,28000.00,52000.00,"Columbus, OH","Columbus, OH",1 to 50 employees,-1,Nonprofit Organization,Lending,Finance,$5 to $10 million (USD),-1,-1
1771,Business Data Analyst - I,28000.00,52000.00,"Hilliard, OH","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
1772,Planning Analyst - Data Resource Center,28000.00,52000.00,"Columbus, OH","Columbus, OH",10000+ employees,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1
1773,Data Analyst,28000.00,52000.00,"Columbus, OH","Dublin, OH",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
1774,Data Analyst,28000.00,52000.00,"Columbus, OH","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
1775,"Data Analyst II(Claims,SQL,Billing,Healthcare)",28000.00,52000.00,"Columbus, OH","Columbus, OH",1001 to 5000 employees,2004,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
1776,Data Analyst,28000.00,52000.00,"Columbus, OH","Boston, MA",501 to 1000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),"Aerotek, WinterWyman, Hollister Staffing",TRUE
1777,"Data Analyst II(Claims,SQL,Billing,Healthcare)",28000.00,52000.00,"Columbus, OH","Dayton, OH",51 to 200 employees,-1,Company - Private,-1,-1,$5 to $10 million (USD),-1,-1
1778,Financial Data Analyst,28000.00,52000.00,"Columbus, OH",-1,-1,-1,-1,-1,-1,-1,-1,-1
1779,Data Validation Analyst,28000.00,52000.00,"Dublin, OH","Dublin, OH",201 to 500 employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,TRUE
1780,Data Analyst,28000.00,52000.00,"Columbus, OH","Los Angeles, CA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1
1781,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",28000.00,52000.00,"Columbus, OH","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
